0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0
0	3	0	4	1	0	0	0	0	0
0	0	7	6	1	1	0	0	0	0
0	0	7	10	2	2	0	0	0	0
0	0	10	18	4	4	0	0	0	0
0	1	12	30	9	7	0	0	0	0
0	1	22	40	16	8	0	0	0	0
0	1	27	58	28	10	0	0	0	0
0	2	35	82	48	13	0	0	0	0
0	4	45	112	61	15	0	0	0	0
0	4	54	134	81	21	0	0	0	0
0	6	61	155	93	22	1	1	0	0
0	7	72	177	102	24	1	1	0	0
2	9	79	194	120	30	2	2	0	0
2	9	84	209	127	33	3	3	0	0
2	10	89	219	137	33	3	3	0	0
2	10	93	227	145	36	4	3	0	0
2	12	93	232	153	38	4	3	0	0
2	12	97	241	159	40	4	3	0	0
2	12	99	245	161	41	4	3	0	0
2	12	103	248	165	40	4	3	0	0
2	12	103	251	166	41	4	3	0	0
2	12	103	253	168	41	4	3	0	0
2	12	103	255	170	42	4	3	0	0
2	12	104	256	170	42	4	3	0	0
2	12	105	256	170	42	4	3	0	0
2	12	105	257	171	42	4	3	0	0
2	12	106	257	172	42	4	3	0	0
2	12	106	259	172	42	4	3	0	0
2	12	107	260	172	43	4	3	0	0
2	12	108	260	172	43	4	3	0	0
2	12	108	260	172	43	4	3	0	0
2	12	108	260	172	43	4	3	0	0
0	7	71	272	169	77	4	5	0	0
1	6	111	242	186	52	2	5	0	0
1	6	111	243	186	52	2	5	0	0
0	7	82	265	166	77	4	5	0	0
0	0	1	21	184	220	144	16	20	0
0	1	4	97	222	173	92	17	0	0
0	6	71	223	192	105	4	5	0	0
0	7	98	252	180	62	2	5	0	0
0	7	111	243	186	52	2	5	0	0
0	7	111	243	186	52	2	5	0	0
0	7	111	243	186	52	2	5	0	0
0	7	98	252	180	62	2	5	0	0
0	7	85	265	164	76	4	5	0	0
0	7	88	262	164	76	4	5	0	0
0	7	88	262	164	78	2	5	0	0
0	7	98	252	180	62	2	5	0	0
0	7	71	273	169	77	4	5	0	0
0	7	71	273	169	77	4	5	0	0
0	7	88	262	164	76	4	5	0	0
0	7	98	252	180	62	2	5	0	0
0	7	111	243	186	52	2	5	0	0
0	7	111	243	186	52	2	5	0	0
0	7	111	243	186	52	2	5	0	0
0	7	111	243	186	52	2	5	0	0
0	7	111	243	186	52	2	5	0	0
0	7	111	243	186	52	2	5	0	0
0	7	98	252	180	62	2	5	0	0
0	7	82	265	166	77	4	5	0	0
0	7	82	265	166	77	4	5	0	0
0	6	71	223	192	105	4	5	0	0
0	3	74	187	222	105	10	5	0	0
0	1	47	119	243	164	27	5	0	0
0	1	47	122	240	164	27	5	0	0
0	1	16	111	252	132	86	8	0	0
0	1	44	119	246	151	38	7	0	0
0	2	64	152	253	119	11	5	0	0
0	5	72	216	193	110	5	5	0	0
0	6	71	245	170	105	4	5	0	0
0	7	70	260	155	105	4	5	0	0
0	7	71	259	155	105	4	5	0	0
0	7	71	259	155	105	4	5	0	0
